Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
399,0,Lying/resting (stationary),Foraging,Adult,{10;28},{10;28},[13878.278673142195;29637.91234470904;-15428.166166745126]
400,10,Groom,Foraging,Adult,{0;28},{0;28},[11651.793664574623;29430.551801919937;-14855.76188492775]
400,28,Moving,Foraging,Adult,{10},{0;10},[9424.378066204488;31533.081374928355;-13212.674445837736]
400,0,Lying/resting (stationary),Foraging,Adult,{10},{10;28},[13878.278673142195;29637.91234470904;-15428.166166745126]
401,10,Groom,Foraging,Adult,{0},{0;28},[11651.793664574623;29430.551801919937;-14855.76188492775]
401,28,Moving,Foraging,Adult,{},{0;10},[8782.412680968642;31890.618607759476;-12704.515601530671]
401,0,Lying/resting (stationary),Foraging,Adult,{10},{10;28},[13878.278673142195;29637.91234470904;-15428.166166745126]
402,10,Groom,Foraging,Adult,{0},{0;28},[11671.407078358345;29477.405491268262;-14837.25134127587]
402,28,Moving,Foraging,Adult,{},{0;10},[8794.924643907696;32222.98199453205;-12296.84284029156]
402,0,Lying/resting (stationary),Foraging,Adult,{10},{10;28},[13878.278673142195;29637.91234470904;-15428.166166745126]
403,10,Groom,Foraging,Adult,{0},{0},[11671.407078358345;29477.405491268262;-14837.25134127587]
403,28,Moving,Waiting Area,Adult,{},{},[10932.207243084908;41953.10098451376;-14515.12724801898]
403,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
404,10,Groom,Foraging,Adult,{0},{0},[11671.407078358345;29477.405491268262;-14837.25134127587]
404,28,Moving,Waiting Area,Adult,{},{},[11016.252275288105;42726.993352770805;-13690.834209352732]
404,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
405,10,Groom,Foraging,Adult,{0},{0},[11671.407078358345;29477.405491268262;-14837.25134127587]
405,28,Moving,Waiting Area,Adult,{},{},[11630.987748369575;43201.382648676634;-13413.43828099966]
405,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
406,10,Groom,Foraging,Adult,{0},{0},[11671.407078358345;29477.405491268262;-14837.25134127587]
406,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
406,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
407,10,Groom,Foraging,Adult,{0},{0},[11631.142248988152;29478.90851855278;-14828.522858798504]
407,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
407,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
408,10,Groom,Foraging,Adult,{0},{0},[11631.142248988152;29478.90851855278;-14828.522858798504]
408,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
408,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
409,10,Groom,Foraging,Adult,{0},{0},[11631.142248988152;29478.90851855278;-14828.522858798504]
409,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
409,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
410,10,Groom,Foraging,Adult,{0},{0},[11589.77475708723;29479.084552049637;-14820.36670690775]
410,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
410,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
411,10,Groom,Foraging,Adult,{0},{0},[11589.77475708723;29479.084552049637;-14820.36670690775]
411,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
411,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
412,10,Groom,Foraging,Adult,{0},{0},[11589.77475708723;29479.084552049637;-14820.36670690775]
412,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
412,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
413,10,Groom,Foraging,Adult,{0},{0},[11589.77475708723;29479.084552049637;-14820.36670690775]
413,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
413,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
414,10,Groom,Foraging,Adult,{0},{0},[11553.33545024693;29487.72287556529;-14816.655531704426]
414,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
414,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
415,10,Groom,Foraging,Adult,{0},{0},[11553.33545024693;29487.72287556529;-14816.655531704426]
415,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
415,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
416,10,Groom,Foraging,Adult,{0},{0},[11553.33545024693;29487.72287556529;-14816.655531704426]
416,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
416,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
417,10,Groom,Foraging,Adult,{0},{0},[11553.33545024693;29487.72287556529;-14816.655531704426]
417,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
417,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
418,10,Groom,Foraging,Adult,{0},{0},[11512.908797988668;29491.43185294047;-14810.280608091503]
418,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
418,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
419,10,Groom,Foraging,Adult,{0},{0},[11512.908797988668;29491.43185294047;-14810.280608091503]
419,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
419,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
420,10,Groom,Foraging,Adult,{0},{0},[11631.142248988152;29478.90851855278;-14828.522858798504]
420,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
420,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
421,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
421,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
421,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
422,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
422,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
422,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
423,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
423,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
423,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
424,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
424,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
424,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
425,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
425,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
425,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
426,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
426,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
426,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
427,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
427,28,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[10944.04904556647;42800.74351461232;-13531.843783587217]
427,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
428,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
428,28,Moving,Waiting Area,Adult,{},{},[11710.002132240683;43402.80837883055;-12122.161587085575]
428,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
429,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
429,28,Moving,Waiting Area,Adult,{},{},[17366.813770890236;42033.231853723526;-6167.669582784176]
429,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
430,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
430,28,Moving,Waiting Area,Adult,{},{},[36562.32860585302;46690.12627043575;-2884.225756158121]
430,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
431,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
431,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
432,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
432,28,Moving,Background,Adult,{},{},[69184.98828613758;48195.919791311026;-2109.0583354374394]
432,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
433,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
433,28,Moving,Background,Adult,{},{},[72680.48975244164;47561.717291131616;-5818.852109411731]
433,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
434,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
434,28,Moving,Background,Adult,{},{},[71879.13535454869;47147.83351582289;-9866.908265478909]
434,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
435,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
435,28,Moving,Background,Adult,{},{},[72345.69706939161;46805.253895670176;-11592.39171373099]
435,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
436,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
436,28,Moving,Background,Adult,{},{},[72615.11915171146;46720.25479313731;-12152.172457680106]
436,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
437,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
437,28,Moving,Background,Adult,{},{},[72615.11915171146;46720.25479313731;-12152.172457680106]
437,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
438,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
438,28,Moving,Background,Adult,{},{},[72615.11915171146;46720.25479313731;-12152.172457680106]
438,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
439,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
439,28,Moving,Background,Adult,{},{},[72705.86773699522;46727.95862496644;-12164.154840607196]
439,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
440,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
440,28,Moving,Background,Adult,{},{},[72793.79854989052;46735.437317728996;-12175.859308421612]
440,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
441,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
441,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
442,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
442,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
443,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
443,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
444,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
444,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
445,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
445,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
446,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
446,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
447,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
447,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
448,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
448,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
449,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
449,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
450,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
450,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
451,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
451,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
452,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
452,29,Moving,Background,Adult,{},{},[68999.36390380561;46141.746733896434;-16345.292793355882]
452,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
453,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
453,29,Moving,Background,Adult,{},{},[67662.22217135131;45910.55907344073;-17462.582829609513]
453,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
454,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
454,29,Raised Guarding (Vigilant),Background,Adult,{},{},[67847.48313963413;45852.63645887375;-17922.362489938736]
454,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13830.82861661911;29630.03537284583;-15415.59429494664]
455,10,Sunbathe,Foraging,Adult,{0},{0},[11672.376146322116;29385.012438589707;-14884.259499875829]
455,29,Raised Guarding (Vigilant),Background,Adult,{},{},[67919.6408996582;45882.3225402832;-17717.03465461731]
