Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
554,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
554,34,Foraging,Background,Adult,{},{},[70943.24807357788;47513.55490875244;-6836.691869825125]
554,37,Moving,Waiting Area,Adult,{},{},[-22851.058426562697;37965.73741543293;25962.324970014393]
554,35,Playfight,Waiting Area,Adult,{},{},[3189.3345643831417;43152.42192533612;-1500.6107858726755]
555,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
555,34,Foraging,Background,Adult,{},{},[70698.53410711884;47469.10733105242;-7419.543146401644]
555,37,Moving,Waiting Area,Adult,{},{},[-6927.71055809781;42013.95005925;10659.194394087419]
555,35,Playfight,Waiting Area,Adult,{},{},[8289.554308025166;43920.89097343385;-1164.824032830773]
556,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
556,33,Playfight,Waiting Area,Adult,{},{37;35},[6980.84547456447;43552.45245922357;-1527.243162408471]
556,34,Foraging,Background,Adult,{},{},[70343.50303840637;47408.733375668526;-7989.808795213699]
556,37,Moving,Waiting Area,Adult,{},{33;35},[7379.113894194365;45377.358847141266;2171.246645003557]
556,35,Playfight,Waiting Area,Adult,{},{33;37},[12863.364055216312;44266.467845499516;-394.7788024600595]
557,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
557,33,Playfight,Waiting Area,Adult,{37},{37},[10870.041255399585;43633.65696567297;-1929.6660216227174]
557,34,Foraging,Background,Adult,{},{},[70172.54127502441;47353.87842273712;-8579.630117893219]
557,37,Moving,Waiting Area,Adult,{33},{33},[14100.103845600039;43653.63437880576;-2410.97494570259]
558,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
558,33,Playfight,Waiting Area,Adult,{37},{37},[11351.368598154746;44047.699648249894;-1182.995304064476]
558,34,Foraging,Background,Adult,{},{},[69848.13440084457;47311.96056997776;-9149.377158474177]
558,37,Playfight,Waiting Area,Adult,{33},{33},[13631.092676568776;42842.76934157312;-3987.955938112922]
559,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
559,33,Playfight,Waiting Area,Adult,{},{37},[11865.520438984036;44338.56520265341;-428.5207057236694]
559,37,Playfight,Waiting Area,Adult,{},{33},[13797.064902346581;42853.09749083221;-4010.1582160526887]
560,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
560,33,Playfight,Waiting Area,Adult,{},{37},[11964.702495366335;44294.57385319471;-442.86352176894434]
560,37,Playfight,Waiting Area,Adult,{},{33},[13702.990959901363;42485.40517207235;-4668.269709374756]
561,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
561,33,Playfight,Waiting Area,Adult,{},{},[12035.853566665202;44275.92468785122;-290.9754309448763]
562,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
562,33,Playfight,Waiting Area,Adult,{},{},[12065.974506661296;44190.747950196266;-730.630771686323]
563,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
563,33,Playfight,Waiting Area,Adult,{},{},[12065.974506661296;44190.747950196266;-730.630771686323]
564,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
564,33,Playfight,Waiting Area,Adult,{},{},[12121.860191106796;44262.097979307175;-463.66113715898246]
565,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
565,33,Playfight,Waiting Area,Adult,{},{},[12407.949213124812;44126.15738761425;-559.0033977613784]
566,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
566,33,Playfight,Waiting Area,Adult,{},{37},[13492.00135973841;44163.40546789765;-970.0851377993822]
566,37,Playfight,Waiting Area,Adult,{},{33},[6783.824443932623;43970.83845932782;-644.0824886474293]
567,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
567,33,Playfight,Waiting Area,Adult,{},{37},[13609.379269838333;44011.67834812403;-1425.1977183707058]
567,37,Playfight,Waiting Area,Adult,{},{33},[6621.3877261457965;43958.3714941591;-623.4716791758547]
567,38,Moving,Background,Adult,{},{},[70623.87526959181;47047.21095007658;-10921.485779978335]
568,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
568,33,Playfight,Waiting Area,Adult,{},{37},[14189.565043494105;44248.247865229845;-1059.3269122177735]
568,37,Playfight,Waiting Area,Adult,{},{33},[6428.5323808044195;43632.92517411709;-1295.4062003605068]
569,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
569,33,Playfight,Waiting Area,Adult,{},{37},[13722.756135940552;44013.69751119614;-1439.6381156593561]
569,37,Playfight,Waiting Area,Adult,{},{33},[6089.5927603212185;43444.895166777074;-1620.5198622758035]
569,38,Moving,Background,Adult,{},{},[76258.88095033169;48251.79688706994;1698.60541270487]
570,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
570,33,Playfight,Waiting Area,Adult,{},{37},[13289.442862879485;43849.164595261216;-1763.5247556907125]
570,37,Playfight,Waiting Area,Adult,{},{33},[5771.98588517867;43446.453146740794;-1579.928592315875]
570,38,Moving,Background,Adult,{},{},[77351.36261537671;49580.266978010535;9779.623830642551]
571,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
571,33,Playfight,Waiting Area,Adult,{},{},[13312.132953822613;43785.69115424156;-1874.40407320112]
571,38,Moving,Waiting Area,Adult,{},{},[78420.94579133391;52618.28881961107;25854.077257305384]
572,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
572,33,Playfight,Waiting Area,Adult,{},{},[13220.492590154521;43867.98704786599;-1483.015684926184]
572,38,Moving,Waiting Area,Adult,{},{},[61221.92702720314;52601.144149661064;37301.54757996276]
573,10,Sunbathe,Foraging,Adult,{},{},[11672.376146322116;29385.012438589707;-14884.259499875829]
573,33,Playfight,Waiting Area,Adult,{},{},[11379.018455486745;43993.556756049395;-1297.754301971756]
574,10,Moving,Foraging,Adult,{},{},[11844.517549961805;29404.876732051373;-14928.451197132468]
574,33,Playfight,Waiting Area,Adult,{},{},[6783.420585036278;43842.06266927719;-915.1235475987196]
575,10,Moving,Foraging,Adult,{},{},[12637.648483755998;29599.652606002986;-15007.312790276483]
575,33,Playfight,Waiting Area,Adult,{},{},[3043.0223595495336;43205.447432968765;-1429.8192714725155]
576,10,Moving,Foraging,Adult,{},{},[13160.645892180502;29902.983890645206;-14983.423582956195]
577,10,Moving,Foraging,Adult,{},{},[13453.921495653689;30154.009501740336;-14886.203018188477]
577,33,Playfight,Waiting Area,Adult,{},{},[5024.132552057505;43933.683406591415;-365.2022058330476]
578,10,Moving,Foraging,Adult,{},{},[14077.344456166029;30540.922063678503;-14820.234318941832]
578,33,Playfight,Waiting Area,Adult,{},{},[7065.476943377405;43226.70497503877;-2114.1449509253725]
579,10,Moving,Foraging,Adult,{},{},[15667.53276662156;31377.877747796476;-14848.774936899543]
579,33,Playfight,Waiting Area,Adult,{},{},[7819.1779960449785;43276.15434014797;-2161.4730095816776]
580,33,Playfight,Waiting Area,Adult,{},{},[6102.944141626358;43619.83298492432;-1304.8820297122002]
580,34,Foraging,Background,Adult,{},{},[70434.93649247289;47295.41099316627;-9302.05316772312]
581,33,Playfight,Waiting Area,Adult,{},{35},[4853.242793669924;43038.385580688715;-2080.9603517916985]
581,34,Foraging,Background,Adult,{},{},[70568.81162714958;47425.42913168669;-7865.345594320446]
581,35,Playfight,Waiting Area,Adult,{},{33},[10816.659990906715;42655.490993499756;-3753.4472103118896]
582,33,Playfight,Waiting Area,Adult,{},{35},[4620.549175936729;43106.86579507589;-1895.6922919335775]
582,34,Foraging,Background,Adult,{},{},[70692.8939409256;47435.447451114655;-7727.91107340157]
582,35,Playfight,Waiting Area,Adult,{},{33},[10776.330680251122;42459.41170310974;-4103.843546003103]
589,39,Moving,Waiting Area,Adult,{},{},[0.0;0.0;0.0]
590,39,Moving,Door,Adult,{},{},[-4346.430437877774;5912.518193185329;5234.312228411436]
591,33,Moving,Waiting Area,Adult,{},{},[4460.341334313154;42958.54739499092;-2185.1297035217285]
591,39,Moving,Door,Adult,{},{},[-14397.192161343992;16855.718062072992;14922.25288040936]
592,33,Moving,Waiting Area,Adult,{},{},[-80.79812797293562;43926.984729483724;9669.018779773265]
592,39,Moving,Door,Adult,{},{},[-33279.40569661558;36206.33209589124;30222.949690036476]
593,33,Moving,Waiting Area,Adult,{},{},[-20433.392433207482;39133.459210157394;33345.00618440658]
593,36,High sitting/standing (Vigilant),Waiting Area,Adult,{},{41},[11139.283784151077;42252.02918291092;-4611.72947371006]
593,39,Moving,Door,Adult,{},{},[-34100.638687927276;35930.488342404366;29501.77456783317]
593,41,Moving,Waiting Area,Adult,{},{36},[4643.710024356842;43479.626136779785;-1219.0722036510706]
594,36,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[11648.19482254237;42228.507841944695;-4785.74242003262]
594,39,Moving,Door,Adult,{},{},[-34911.07688163221;35724.31217914075;28829.124408017844]
594,41,Moving,Waiting Area,Adult,{},{},[7820.662393640727;46003.739574447274;5100.347050892189]
595,36,Moving,Waiting Area,Adult,{},{},[11648.40257793665;42324.7590354681;-4583.71258276701]
595,39,Moving,Door,Adult,{},{},[-34401.05497455597;35803.45089611411;27703.222294911742]
595,41,Moving,Waiting Area,Adult,{},{},[9832.011859178543;46237.3953371048;4371.20254611969]
596,39,Moving,Door,Adult,{},{},[-31734.10169029236;36114.895364403725;24469.016266703606]
596,41,Playfight,Waiting Area,Adult,{},{},[9864.967847613618;43588.464607566595;-1958.5366991105257]
597,39,Moving,Waiting Area,Adult,{},{},[-18716.723179668188;38323.48477610946;16023.575141765177]
598,39,Moving,Waiting Area,Adult,{},{},[-5173.8366426080465;42222.19871199131;5618.784316971898]
599,39,Moving,Waiting Area,Adult,{},{},[5392.785813391209;43268.40441417694;-1842.814483229071]
602,42,Playfight,Waiting Area,Adult,{},{},[4716.656971488148;42549.85694873333;-3089.522747885436]
603,42,Playfight,Waiting Area,Adult,{},{},[3620.374674168881;42613.72567182034;-2687.4620407368056]
607,33,Moving,Waiting Area,Adult,{},{},[-26124.706849753857;37791.00406165421;32086.991987470537]
608,33,Moving,Waiting Area,Adult,{},{},[-12823.57330301404;40305.26028461754;16013.87825182639]
609,33,Moving,Waiting Area,Adult,{},{},[2482.2289822995663;44133.79923915863;2442.332556039095]
611,44,Moving,Background,Adult,{},{},[26307.410325847566;37129.61993902922;-17814.63115040213]
611,43,Moving,Waiting Area,Adult,{},{},[1324.4381627105176;40805.5158662498;-5856.347840696573]
612,44,Moving,Background,Adult,{},{},[31825.973946806043;39091.93799842894;-19448.28553255275]
612,43,Moving,Waiting Area,Adult,{},{},[1491.0960830005351;40691.90545287728;-6063.14484176226]
612,45,Moving,Waiting Area,Adult,{46},{46},[18421.445526368916;43103.113248705864;-4121.260430825874]
612,46,Playfight,Waiting Area,Adult,{45},{45},[15541.604751519859;43334.088393330574;-3085.8472009617835]
613,44,Moving,Background,Adult,{},{},[35393.54236653447;40209.44736713171;-20337.814933866262]
613,45,Moving,Waiting Area,Adult,{46},{46},[22757.174710273743;44329.79891562462;-2219.054594054818]
613,46,Playfight,Waiting Area,Adult,{45},{45},[19789.396831929684;44159.602688759565;-1782.8233240335248]
614,33,Moving,Waiting Area,Adult,{},{},[10693.894084215164;42188.35906171799;-4598.21763497591]
614,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35287.921946525574;40176.61244916916;-20302.946137547493]
614,45,Moving,Waiting Area,Adult,{46},{46},[23141.453963637352;44148.53148928285;-2834.928914227523]
614,46,Playfight,Waiting Area,Adult,{45},{45},[22337.264864601195;44774.53213504702;-1017.0425499601988]
615,33,Dig burrow,Waiting Area,Adult,{},{},[10613.17261497397;42444.15109438822;-4080.039446662413]
615,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35207.4124937281;40170.8462491408;-20217.773534744978]
615,45,Moving,Waiting Area,Adult,{46},{46},[22924.557355921715;44114.27251110226;-2920.8718250109814]
615,46,Playfight,Waiting Area,Adult,{45},{45},[22776.48077919334;44684.760641142726;-1133.8943007620983]
616,33,Moving,Waiting Area,Adult,{},{},[11683.671701852232;42610.27601220459;-4079.548628276214]
616,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35257.3757019341;40229.40625727177;-20124.862352266908]
616,45,Moving,Waiting Area,Adult,{46},{46},[22757.71932822466;44057.63829317689;-3011.2535010389984]
616,46,Playfight,Waiting Area,Adult,{45},{45},[22780.497011184692;44620.275382995605;-1307.3622504472733]
617,33,Playfight,Waiting Area,Adult,{46;45},{46;45},[19792.093658953905;44314.40391423553;-1390.0770217122044]
617,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35392.03453569114;40297.42882940173;-20113.53351869434]
617,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22624.385593019426;44034.20100605488;-2994.1714614881203]
617,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[22817.391237059608;44658.07630484551;-1195.6680769316154]
618,33,Playfight,Waiting Area,Adult,{46;45},{46;45},[20686.962636645883;44715.948303706944;-645.312328757951]
618,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35417.388084463775;40326.25600903481;-20065.769383870065]
618,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22624.385593019426;44034.20100605488;-2994.1714614881203]
618,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[22871.399335658178;44719.67874208838;-1029.6933797753882]
619,33,Playfight,Waiting Area,Adult,{46;45},{46;45},[20551.852149367332;44762.36134505272;-457.8427606904879]
619,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35439.55206923187;40352.08412601054;-20016.486108355224]
619,47,Moving,Foraging,Adult,{},{},[15521.129710199311;31610.304626844823;-14584.075521178544]
619,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22624.385593019426;44034.20100605488;-2994.1714614881203]
619,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[22936.785564631224;44782.8814233765;-806.908543854137]
620,33,Playfight,Waiting Area,Adult,{46;45},{46;45},[20902.187387939543;44694.222061268985;-785.5902053046739]
620,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35564.79265227914;40408.407649710774;-19999.96335440874]
620,47,Moving,Foraging,Adult,{},{},[10788.337521202862;31273.62288044393;-13546.68183670938]
620,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22624.385593019426;44034.20100605488;-2994.1714614881203]
620,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[22876.84292606637;44864.99145284295;-623.7766671426361]
621,33,Playfight,Waiting Area,Adult,{46;45},{46;45},[20592.402766503394;44676.674248963594;-746.8518501580693]
621,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35588.65630400181;40435.73398308456;-19951.17776862532]
621,47,Moving,Foraging,Adult,{},{},[8006.189463607967;32110.312011927366;-12255.523661538959]
621,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22557.202475354075;44020.962290495634;-2985.5013771653175]
621,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[23058.021545495838;44926.2756357193;-470.776640843309]
622,33,Playfight,Waiting Area,Adult,{46;45},{46;45},[20300.7256731987;44598.64959526062;-827.0433834046125]
622,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35711.16363762319;40489.01682316512;-19931.620505239815]
622,47,Moving,Waiting Area,Adult,{},{},[10295.152021411806;42783.34702850878;-13870.545641142875]
622,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22557.202475354075;44020.962290495634;-2985.5013771653175]
622,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[23227.62944664061;44965.0336959064;-316.5381002400536]
623,33,Playfight,Waiting Area,Adult,{46;45},{46;45},[20132.00596821308;44455.189818143845;-1149.5615802556276]
623,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35738.33445006609;40519.274088293314;-19883.924585148692]
623,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22490.157623514533;44010.4511795938;-2976.8063099980354]
623,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[23393.079888507724;45015.3457352519;-219.42944330431055]
623,48,Moving,Waiting Area,Adult,{},{},[2505.2565782847814;39286.606539443135;-8891.339810490608]
624,33,Playfight,Waiting Area,Adult,{46;45},{45;46;47},[19984.116666935384;44346.315035521984;-1413.6362963179126]
624,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35738.33445006609;40519.274088293314;-19883.924585148692]
624,47,Moving,Waiting Area,Adult,{46;45},{33;46;45},[24207.596847552806;44340.471496231854;-2748.203102340456]
624,45,Playfight,Waiting Area,Adult,{33;46;47},{33;46;47},[22291.531602725387;43981.90954707563;-2949.255375747569]
624,46,Playfight,Waiting Area,Adult,{33;45;47},{33;45;47},[23504.47308054939;45075.49979815632;-115.36463779257247]
624,48,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[2423.892428310588;39934.09676389396;-9222.29887683317]
625,33,Playfight,Waiting Area,Adult,{46;45},{46;45},[20578.647034352645;44441.13839638606;-1374.7377726952545]
625,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35738.33445006609;40519.274088293314;-19883.924585148692]
625,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22124.184974893928;43840.62427061796;-3205.6292264629155]
625,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[23775.763296991587;45112.15268045664;-145.2750046401925]
625,48,Moving,Waiting Area,Adult,{},{},[2143.227753587067;41344.409217238426;-10390.77067270875]
626,33,Playfight,Waiting Area,Adult,{46;45},{46;45},[20661.816308498383;44469.96381241083;-1327.130705581163]
626,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35738.33445006609;40519.274088293314;-19883.924585148692]
626,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22178.600628811866;43764.80777272582;-3439.3496319758706]
626,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[23454.58109875396;44971.63842704147;-516.4974079859967]
627,33,High sitting/standing (Vigilant),Waiting Area,Adult,{46;45},{48;46;45},[20596.924384355545;44464.89455252886;-1317.7548498517135]
627,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35738.33445006609;40519.274088293314;-19883.924585148692]
627,45,Playfight,Waiting Area,Adult,{33;46},{33;46},[22050.16152071953;43752.14479696751;-3419.8028944395483]
627,46,Playfight,Waiting Area,Adult,{33;45},{33;45},[22936.5472574234;44932.0113401413;-457.21976439794526]
627,48,Moving,Waiting Area,Adult,{},{33},[12969.101154088974;44131.59968812764;-575.7716281465255]
628,33,Playfight,Waiting Area,Adult,{48;46;45},{48;46;45},[20596.924384355545;44464.89455252886;-1317.7548498517135]
628,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35738.33445006609;40519.274088293314;-19883.924585148692]
628,45,Moving,Waiting Area,Adult,{33;46},{48;33;46},[21469.796567477286;43607.78187456727;-3563.713013528846]
628,46,Playfight,Waiting Area,Adult,{48;33;45},{48;33;45},[23058.021545495838;44926.2756357193;-470.776640843309]
628,48,Moving,Waiting Area,Adult,{33;46},{33;46;45},[23105.79956396483;45404.2663381882;1634.3006068695104]
629,33,Playfight,Waiting Area,Adult,{49;46;45},{49;45;47;46;48},[20603.717528304085;44621.84939252585;-919.8530130173895]
629,44,Raised Guarding (Vigilant),Background,Adult,{},{},[35738.33445006609;40519.274088293314;-19883.924585148692]
629,47,Playfight,Waiting Area,Adult,{48;46},{49;45;46;48;33},[24874.172200098634;44549.90661931038;-2489.3666134690866]
629,45,Playfight,Waiting Area,Adult,{33;49},{33;49;46;47},[19383.120777659118;43149.87081758678;-4091.8624201091006]
629,46,Playfight,Waiting Area,Adult,{48;33;47},{49;45;47;48;33},[24211.46879515797;45148.13775242865;-368.36454061733093]
629,48,Playfight,Waiting Area,Adult,{46;47},{33;49;46;47},[27076.08221231401;45401.91736859083;-696.9635276577901]
629,49,Moving,Waiting Area,Adult,{33;45},{45;47;46;48;33},[20654.576692819595;43133.569016844034;-4323.054644212127]
630,33,Playfight,Waiting Area,Adult,{45;46;47},{48;45;46;47},[20417.655498467386;44604.97567987442;-896.8168539258186]
630,44,Moving,Background,Adult,{},{},[35071.81942465156;40623.07497675717;-19009.64711842127]
630,47,Playfight,Waiting Area,Adult,{33;46},{48;33;46;45},[23456.83672401309;44562.807309404016;-1677.960313447751]
630,45,Playfight,Waiting Area,Adult,{33},{33;46;47},[18322.710647806525;43297.22350862622;-3732.4354111980647]
630,46,Playfight,Waiting Area,Adult,{33;47},{48;33;45;47},[23492.75534939766;45251.810914993286;476.9409171529114]
630,48,Playfight,Waiting Area,Adult,{},{33;46;47},[28231.10638694465;45741.51556715369;-279.5691671683453]
631,33,Playfight,Waiting Area,Adult,{45},{46;45},[19843.631851244718;44622.95871026814;-264.05134763848037]
631,44,Moving,Waiting Area,Adult,{},{},[33387.69257071614;42607.09892836213;-13274.672782950103]
631,45,Playfight,Waiting Area,Adult,{33},{33;46},[17941.016365289688;43506.623621582985;-3303.8518293984234]
631,46,Playfight,Waiting Area,Adult,{},{48;33;45},[23648.52144765854;45347.82284963131;755.5689707715064]
631,48,Playfight,Waiting Area,Adult,{},{46},[29720.887637980282;45969.052149131894;-135.9212001654014]
632,33,Playfight,Waiting Area,Adult,{},{48;46;45},[19682.33243346587;44706.66261589527;41.84569678284606]
632,44,Moving,Waiting Area,Adult,{},{},[29255.643636584282;41360.24346733093;-10238.728941619396]
632,45,Playfight,Waiting Area,Adult,{},{33;46},[17624.21829129383;43463.543851688504;-3369.0778250037692]
632,46,Playfight,Waiting Area,Adult,{48},{48;33;45},[23806.95364639163;45325.33644516766;620.0116056192201]
632,48,Playfight,Waiting Area,Adult,{46},{33;46},[26682.527915596962;45392.97514769435;-593.5269855991937]
633,33,Playfight,Waiting Area,Adult,{45},{44;46;45},[18827.672511927783;44873.071541279554;326.7973397983005]
633,44,Playfight,Waiting Area,Adult,{},{33;46;45},[22297.463798999786;43295.41633365303;-4446.147719366476]
633,45,Playfight,Waiting Area,Adult,{33},{44;33;46},[17598.863693594933;43604.12519598007;-3095.7954335063696]
633,46,Playfight,Waiting Area,Adult,{},{44;33;45},[23447.058859482408;45418.67736077309;1306.8525027669966]
634,33,Playfight,Waiting Area,Adult,{44},{44;49;46;47},[19806.067694932222;44700.32436096668;83.24180670922215]
634,44,Playfight,Waiting Area,Adult,{33},{33;49;46;47},[20417.75105521083;43686.09097266197;-3089.808519024402]
634,47,Playfight,Waiting Area,Adult,{46},{44;33;46},[25539.85862964019;45482.07093214989;311.5671330620826]
634,46,Playfight,Waiting Area,Adult,{47},{44;33;47},[23703.606223087758;45463.85247781873;1572.7040434477385]
634,49,Moving,Waiting Area,Adult,{},{44;33},[16481.53385830298;43940.88812917471;-2017.9660220697988]
635,33,Playfight,Waiting Area,Adult,{44},{44;49;46;47},[20350.01564526558;44593.282308101654;-888.7417206987739]
635,44,Playfight,Waiting Area,Adult,{33;49},{33;49;46},[18959.723035417497;43348.591027230024;-3493.818978914991]
635,47,Playfight,Waiting Area,Adult,{46},{33;46},[25668.353634202853;45855.24020329118;1921.1657289840514]
635,46,Playfight,Waiting Area,Adult,{47},{44;33;47},[23971.126109287143;45433.63819668442;898.9156905759592]
635,49,Moving,Waiting Area,Adult,{44},{44;33},[16433.976741209626;43950.85926839709;-1957.3436771025881]
636,33,Playfight,Waiting Area,Adult,{46},{45;47;44;46;48},[21369.464157782495;45165.989550963044;492.49242943301215]
636,44,Playfight,Waiting Area,Adult,{48},{45;47;46;48;33},[19992.835736982524;43673.073443964124;-3086.9674671636894]
636,47,Playfight,Waiting Area,Adult,{46},{44;33;46},[24580.635996103287;46104.47436416149;2955.0380676481873]
636,45,Playfight,Waiting Area,Adult,{},{44;33;48},[16135.58130928874;42825.342914015055;-4493.32681280002]
636,46,Playfight,Waiting Area,Adult,{33;47},{44;33;48;47},[24036.168584555387;45270.837153851986;181.52047015773132]
636,48,Moving,Waiting Area,Adult,{44},{44;33;46;45},[21813.746431417763;43198.72263427079;-4486.530523143709]
637,33,Playfight,Waiting Area,Adult,{},{44;48;47},[14997.1281763874;43531.88518874347;-2581.7925802273676]
637,44,Playfight,Waiting Area,Adult,{},{48;33;46;47},[20047.43009251356;43514.57538074255;-3478.770528499037]
637,47,Playfight,Waiting Area,Adult,{46},{44;33;48;46},[19947.33116683364;44755.50601631403;463.5771182742901]
637,46,Playfight,Waiting Area,Adult,{47},{44;47},[23180.793163523078;45626.25708818436;2229.373194093816]
637,48,Moving,Waiting Area,Adult,{},{44;33;47},[17388.639301396906;41980.7340374887;-6271.544123366475]
638,33,Playfight,Waiting Area,Adult,{47},{44;49;47},[11672.489753723145;42691.697998046875;-3923.343059539795]
638,44,Playfight,Waiting Area,Adult,{49;47},{33;49;47},[17097.24644318223;43616.344299674034;-2971.7847593538463]
638,47,Playfight,Waiting Area,Adult,{44;33},{44;33;49},[13784.263933420181;44120.35251522064;-1228.3756339251995]
638,46,Playfight,Waiting Area,Adult,{},{},[23121.330760359764;45578.84045243263;1998.3878997936845]
638,49,Moving,Waiting Area,Adult,{44},{44;33;47},[17581.742269949988;43065.874122954905;-4219.563301227521]
639,44,Playfight,Waiting Area,Adult,{49},{49;46;47},[17750.95309267938;43968.76440799236;-2183.993175184354]
639,47,Playfight,Waiting Area,Adult,{},{44;49},[13819.645819336176;44160.8327088356;-1068.1968316938728]
639,46,Playfight,Waiting Area,Adult,{},{44;49},[21991.259831517935;45222.84695452452;709.0458329021931]
639,48,Moving,Waiting Area,Adult,{},{},[5511.270271547139;44239.107769578695;170.24644532433013]
639,49,Moving,Waiting Area,Adult,{44},{44;46;47},[18071.522146731615;42764.43235087395;-4816.1692572161555]
640,44,Playfight,Waiting Area,Adult,{49},{49;46;47},[17310.4753805995;44091.98449957371;-1905.9259236603975]
640,47,Playfight,Waiting Area,Adult,{},{44;49},[12939.570597410202;44011.851945877075;-956.3303380161524]
640,46,Playfight,Waiting Area,Adult,{},{44;49},[22268.224199086428;45228.879468649626;849.0739261307754]
640,48,Moving,Waiting Area,Adult,{},{},[6235.594558744691;45726.284704104066;8785.496525999159]
640,49,Moving,Waiting Area,Adult,{44},{44;46;47},[18437.340346887708;42962.60768246651;-4445.0275239013135]
641,44,Low sitting/standing (stationary),Waiting Area,Adult,{45},{49;46;45},[16421.53786930442;44331.77130699158;-958.1907516084611]
641,45,Playfight,Waiting Area,Adult,{44;49},{44;49;46},[18583.139946505427;43321.38133004308;-3605.933153551072]
641,46,Playfight,Waiting Area,Adult,{},{44;49;45},[22567.08604921773;45285.44164047018;991.9573734556325]
641,49,Moving,Waiting Area,Adult,{45},{44;46;45},[18922.43773584068;42566.37877295911;-5195.666458284482]
642,44,Low sitting/standing (stationary),Waiting Area,Adult,{45},{49;46;45},[16476.773865424097;44420.25549688935;-796.6671936218627]
642,45,Playfight,Waiting Area,Adult,{44;49},{44;49;46},[19221.78992528096;43504.464806973934;-2926.732886009384]
642,46,Moving,Waiting Area,Adult,{},{44;45},[19740.529759146273;45458.58721920103;2369.503814500291]
642,48,Moving,Waiting Area,Adult,{},{},[6896.521616265178;45628.444044947624;4154.271050482988]
642,49,High sitting/standing (Vigilant),Waiting Area,Adult,{45},{44;45},[18730.23284576647;42376.42707572505;-5588.972631694283]
