Time,ID,Behaviour,Zone,Close_neighbours,Distant_neighbours
590,74,Interacting with foreign object,Foraging,{71;76;75;60},{71;66;68;62;76;75;60}
590,75,Foraging,Foraging,{71;66;68;76;74},{71;66;68;76;60;74}
590,76,Interacting with foreign object,Foraging,{71;75;60;74},{71;66;68;62;75;60;74}
591,60,Foraging,Foraging,{71;62;76},{71;62;76;75;74}
591,62,Dig burrow,Foraging,{71;60},{71;76;60;74}
591,66,Foraging,Foraging,{68;76;75},{68;76;75}
591,68,Foraging,Foraging,{66;75},{66;76;75}
591,71,Interacting with foreign object,Foraging,{62;76;75;60},{62;76;75;60;74}
591,74,Interacting with foreign object,Foraging,{},{71;62;76;75;60}
591,75,Foraging,Foraging,{66;68;76;71},{71;66;68;76;60;74}
591,76,Interacting with foreign object,Foraging,{66;75;71;60},{71;66;68;62;75;60;74}
592,60,Foraging,Foraging,{71;62;74},{71;62;76;75;74}
592,62,Dig burrow,Foraging,{71;60},{71;76;60;74}
592,66,Foraging,Foraging,{68;76;75},{71;68;76;75;74}
592,68,Foraging,Foraging,{66;75},{66;76;75;74}
592,71,Interacting with foreign object,Foraging,{62;76;60;74},{66;62;76;75;60;74}
592,74,Interacting with foreign object,Foraging,{71;76;75;60},{71;66;68;62;76;75;60}
592,75,Foraging,Foraging,{66;68;76;74},{71;66;68;76;60;74}
592,76,Interacting with foreign object,Foraging,{66;75;71;74},{71;66;68;62;75;60;74}
593,60,Foraging,Foraging,{71;62},{71;62;76;75;74}
593,62,Dig burrow,Foraging,{71;60},{71;60;74}
593,66,Foraging,Foraging,{68;76;75},{71;68;76;75}
593,68,Foraging,Foraging,{66;76;75},{66;76;75}
593,71,Interacting with foreign object,Foraging,{62;76;60;74},{66;62;76;75;60;74}
593,74,Interacting with foreign object,Foraging,{71},{71;62;76;75;60}
593,75,Foraging,Foraging,{66;68;76},{71;66;68;76;60;74}
593,76,Interacting with foreign object,Foraging,{66;68;75;71},{71;66;68;75;60;74}
594,60,Foraging,Foraging,{71;62},{71;62;76;75;74}
594,62,Foraging,Foraging,{71;60},{71;60;74}
594,66,Foraging,Foraging,{68;76;75},{71;68;76;75}
594,68,Foraging,Foraging,{66;76;75},{66;76;75}
594,71,Foraging,Foraging,{62;75;60},{66;62;76;75;60;74}
594,74,Interacting with foreign object,Foraging,{},{71;62;76;75;60}
594,75,Foraging,Foraging,{66;68;76;71},{71;66;68;76;60;74}
594,76,Foraging,Foraging,{66;68;75},{71;66;68;75;60;74}
595,60,Foraging,Foraging,{71;62},{71;62;76;75;74}
595,62,Dig burrow,Foraging,{60},{71;60;74}
595,66,Foraging,Foraging,{68;76;75},{71;68;76;75}
595,68,Foraging,Foraging,{66;76;75},{66;76;75;71}
595,71,Foraging,Foraging,{76;75;60},{66;68;62;76;75;60;74}
595,74,Interacting with foreign object,Foraging,{},{71;62;76;75;60}
595,75,Foraging,Foraging,{66;68;76;71},{71;66;68;76;60;74}
595,76,Foraging,Foraging,{66;68;75;71},{71;66;68;75;60;74}
596,60,Dig burrow,Foraging,{71;75},{71;66;62;76;75;74}
596,62,Dig burrow,Foraging,{},{71;60;74}
596,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60}
596,68,Foraging,Foraging,{66;76;75},{66;76;75;71}
596,71,Foraging,Foraging,{76;75;60},{66;68;62;76;75;60;74}
596,74,Interacting with foreign object,Foraging,{},{71;62;76;75;60}
596,75,Foraging,Foraging,{71;66;68;76;60},{71;66;68;76;60;74}
596,76,Foraging,Foraging,{66;68;75;71},{71;66;68;75;60;74}
597,60,Dig burrow,Foraging,{71;62;75},{71;66;62;76;75;74}
597,62,Foraging,Foraging,{60},{71;60;74}
597,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60}
597,68,Foraging,Foraging,{66;76;75},{66;76;75;71}
597,71,Foraging,Foraging,{76;75;60},{66;68;62;76;75;60;74}
597,74,Interacting with foreign object,Foraging,{},{71;62;76;75;60}
597,75,Foraging,Foraging,{71;66;68;76;60},{71;66;68;76;60;74}
597,76,Foraging,Foraging,{66;68;75;71},{71;66;68;75;60;74}
598,60,Dig burrow,Foraging,{71;62;76;75},{71;66;62;76;75;74}
598,62,Foraging,Foraging,{60},{71;60;74}
598,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60}
598,68,Foraging,Foraging,{66;75},{66;76;75}
598,71,Foraging,Foraging,{76;75;60},{66;62;76;75;60;74}
598,74,Interacting with foreign object,Foraging,{},{71;62;76;75;60}
598,75,Foraging,Foraging,{71;66;68;76;60},{71;66;68;76;60;74}
598,76,Foraging,Foraging,{66;75;71;60},{71;66;68;75;60;74}
599,60,Dig burrow,Foraging,{71;62;76;75;74},{71;66;62;76;75;74}
599,62,Dig burrow,Foraging,{60},{71;60;74}
599,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60;74}
599,68,Foraging,Foraging,{66;75},{66;76;75;71}
599,71,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
599,74,Interacting with foreign object,Foraging,{71;60},{71;66;62;76;75;60}
599,75,Foraging,Foraging,{71;66;68;76;60},{71;66;68;76;60;74}
599,76,Interacting with foreign object,Foraging,{66;75;71;60},{71;66;68;75;60;74}
600,60,Dig burrow,Foraging,{71;62;76;75;74},{71;66;62;76;75;74}
600,62,Dig burrow,Foraging,{60},{71;60;74}
600,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60;74}
600,68,Foraging,Foraging,{66;75},{66;76;75;71}
600,71,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
600,74,Interacting with foreign object,Foraging,{71;60},{71;66;62;76;75;60}
600,75,Foraging,Foraging,{71;66;68;76;60},{71;66;68;76;60;74}
600,76,Interacting with foreign object,Foraging,{66;75;71;60},{71;66;68;75;60;74}
601,60,Dig burrow,Foraging,{71;62;76;75},{71;66;62;76;75;74}
601,62,Foraging,Foraging,{60},{71;60;74}
601,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60}
601,68,Foraging,Foraging,{66;76;75},{66;76;75;71}
601,71,Interacting with foreign object,Foraging,{76;75;60},{66;68;62;76;75;60;74}
601,74,Interacting with foreign object,Foraging,{},{71;62;76;75;60}
601,75,Foraging,Foraging,{71;66;68;76;60},{71;66;68;76;60;74}
601,76,Interacting with foreign object,Foraging,{71;66;68;75;60},{71;66;68;75;60;74}
602,60,Dig burrow,Foraging,{71;62;76;75},{71;66;62;76;75;74}
602,62,Foraging,Foraging,{60},{71;60;74}
602,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60}
602,68,Foraging,Foraging,{66;76;75},{66;76;75;71}
602,71,Interacting with foreign object,Foraging,{76;75;60},{66;68;62;76;75;60;74}
602,74,Interacting with foreign object,Foraging,{},{71;62;76;75;60}
602,75,Foraging,Foraging,{71;66;68;76;60},{71;66;68;76;60;74}
602,76,Interacting with foreign object,Foraging,{71;66;68;75;60},{71;66;68;75;60;74}
603,60,Dig burrow,Foraging,{71;62;76;74},{71;66;62;76;75;74}
603,62,Foraging,Foraging,{60},{71;60;74}
603,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60;74}
603,68,Foraging,Foraging,{66;76;75},{71;66;76;75;74}
603,71,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
603,74,Interacting with foreign object,Foraging,{71;76;75;60},{71;66;68;62;76;75;60}
603,75,Foraging,Foraging,{71;66;68;76;74},{71;66;68;76;60;74}
603,76,Interacting with foreign object,Foraging,{71;66;68;75;60;74},{71;66;68;75;60;74}
604,60,Foraging,Foraging,{71;62;76;74},{71;66;62;76;75;74}
604,62,Foraging,Foraging,{60},{71;60;74}
604,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60;74}
604,68,Foraging,Foraging,{66;76;75},{71;66;76;75;74}
604,71,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
604,74,Interacting with foreign object,Foraging,{71;76;75;60},{71;66;68;62;76;75;60}
604,75,Foraging,Foraging,{71;66;68;76;74},{71;66;68;76;60;74}
604,76,Interacting with foreign object,Foraging,{71;66;68;75;60;74},{71;66;68;75;60;74}
605,60,Foraging,Foraging,{71;62;76;74},{71;66;62;76;75;74}
605,62,Dig burrow,Foraging,{60},{71;60;74}
605,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60;74}
605,68,Foraging,Foraging,{66;76;75},{71;66;76;75;74}
605,71,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
605,74,Interacting with foreign object,Foraging,{71;76;75;60},{71;66;68;62;76;75;60}
605,75,Foraging,Foraging,{71;66;68;76;74},{71;66;68;76;60;74}
605,76,Interacting with foreign object,Foraging,{71;66;68;75;60;74},{71;66;68;75;60;74}
606,60,Dig burrow,Foraging,{71;62;76;74},{71;66;62;76;75;74}
606,62,Foraging,Foraging,{60},{71;60;74}
606,66,Foraging,Foraging,{68;76;75},{71;68;76;75;60}
606,68,Foraging,Foraging,{66;76;75},{66;76;75;71}
606,71,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
606,74,Interacting with foreign object,Foraging,{71;60},{71;62;76;75;60}
606,75,Foraging,Foraging,{66;68;76;71},{71;66;68;76;60;74}
606,76,Interacting with foreign object,Foraging,{71;66;68;75;60},{71;66;68;75;60;74}
607,60,Dig burrow,Foraging,{62},{66;62;76;75;74}
607,62,Foraging,Foraging,{60},{60;74}
607,66,Foraging,Foraging,{68;76;75},{68;76;75;60}
607,68,Foraging,Foraging,{66;76;75},{66;76;75}
607,74,Interacting with foreign object,Foraging,{},{62;76;75;60}
607,75,Foraging,Foraging,{66;68;76},{66;68;76;60;74}
607,76,Interacting with foreign object,Foraging,{66;68;75},{66;68;75;60;74}
608,60,Dig burrow,Foraging,{62},{66;62;76;75;74}
608,62,Foraging,Foraging,{60},{60;74}
608,66,Foraging,Foraging,{68;76;75},{68;76;75;60}
608,68,Foraging,Foraging,{66;76;75},{66;76;75}
608,74,Interacting with foreign object,Foraging,{},{62;76;75;60}
608,75,Foraging,Foraging,{66;68;76},{66;68;76;60;74}
608,76,Interacting with foreign object,Foraging,{66;68;75},{66;68;75;60;74}
609,60,Dig burrow,Foraging,{77;62;76},{66;62;77;76;75;74}
609,62,Foraging,Foraging,{60},{77;60;74}
609,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60}
609,68,Foraging,Foraging,{66;76;75},{66;76;75;77}
609,74,Interacting with foreign object,Foraging,{},{77;62;76;75;60}
609,75,Foraging,Foraging,{66;68;76;77},{66;68;77;76;60;74}
609,76,Interacting with foreign object,Foraging,{66;68;77;75;60},{66;68;77;75;60;74}
609,77,Interacting with foreign object,Foraging,{76;75;60},{66;68;62;76;75;60;74}
610,60,Dig burrow,Foraging,{77;62;76;74},{66;62;77;76;75;74}
610,62,Dig burrow,Foraging,{60},{77;60;74}
610,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60;74}
610,68,Foraging,Foraging,{66;76;75},{66;77;76;75;74}
610,74,Interacting with foreign object,Foraging,{77;76;75;60},{66;68;62;77;76;75;60}
610,75,Foraging,Foraging,{66;68;77;76;74},{66;68;77;76;60;74}
610,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;77;75;60;74}
610,77,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
611,60,Dig burrow,Foraging,{77;62;76},{66;62;77;76;75;74}
611,62,Foraging,Foraging,{60},{77;60;74}
611,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60}
611,68,Foraging,Foraging,{66;76;75},{66;76;75;77}
611,74,Interacting with foreign object,Foraging,{},{77;62;76;75;60}
611,75,Foraging,Foraging,{66;68;76;77},{66;68;77;76;60;74}
611,76,Interacting with foreign object,Foraging,{66;68;77;75;60},{66;68;77;75;60;74}
611,77,Interacting with foreign object,Foraging,{76;75;60},{66;68;62;76;75;60;74}
612,60,Dig burrow,Foraging,{77;62;76},{66;62;77;76;75;74}
612,62,Foraging,Foraging,{60},{77;60;74}
612,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60}
612,68,Foraging,Foraging,{66;76;75},{66;76;75;77}
612,74,Interacting with foreign object,Foraging,{},{77;62;76;75;60}
612,75,Foraging,Foraging,{66;68;76;77},{66;68;77;76;60;74}
612,76,Interacting with foreign object,Foraging,{66;68;77;75;60},{66;68;77;75;60;74}
612,77,Interacting with foreign object,Foraging,{76;75;60},{66;68;62;76;75;60;74}
613,60,Dig burrow,Foraging,{77;62;76},{66;62;77;76;75;74}
613,62,Foraging,Foraging,{60},{77;60;74}
613,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60}
613,68,Foraging,Foraging,{66;76;75},{66;76;75;77}
613,74,Interacting with foreign object,Foraging,{},{77;62;76;75;60}
613,75,Foraging,Foraging,{66;68;76;77},{66;68;77;76;60;74}
613,76,Interacting with foreign object,Foraging,{66;68;77;75;60},{66;68;77;75;60;74}
613,77,Interacting with foreign object,Foraging,{76;75;60},{66;68;62;76;75;60;74}
614,60,Dig burrow,Foraging,{77;62;76;74},{66;62;77;76;75;74}
614,62,Foraging,Foraging,{60},{77;60;74}
614,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60;74}
614,68,Foraging,Foraging,{66;76;75},{66;77;76;75;74}
614,74,Interacting with foreign object,Foraging,{77;76;75;60},{66;68;62;77;76;75;60}
614,75,Foraging,Foraging,{66;68;77;76;74},{66;68;77;76;60;74}
614,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;77;75;60;74}
614,77,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
615,60,Dig burrow,Foraging,{77;62;76;74},{66;62;77;76;75;74}
615,62,Foraging,Foraging,{60},{77;60;74}
615,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60;74}
615,68,Foraging,Foraging,{66;76;75},{66;77;76;75;74}
615,74,Interacting with foreign object,Foraging,{77;76;75;60},{66;68;62;77;76;75;60}
615,75,Foraging,Foraging,{66;68;77;76;74},{66;68;77;76;60;74}
615,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;77;75;60;74}
615,77,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
616,60,Dig burrow,Foraging,{77;62;76;74},{66;68;62;77;76;75;74}
616,62,Foraging,Foraging,{60},{77;60;74}
616,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60;74}
616,68,Foraging,Foraging,{66;76;75},{66;77;76;75;60;74}
616,74,Interacting with foreign object,Foraging,{77;76;75;60},{66;68;62;77;76;75;60}
616,75,Foraging,Foraging,{66;68;77;76;74},{66;68;77;76;60;74}
616,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;77;75;60;74}
616,77,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
617,60,Dig burrow,Foraging,{77;62;76;75;74},{66;68;62;77;76;75;74}
617,62,Dig burrow,Foraging,{60},{77;76;60;74}
617,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60;74}
617,68,Foraging,Foraging,{66;76;75},{66;77;76;75;60;74}
617,74,Interacting with foreign object,Foraging,{77;76;75;60},{66;68;62;77;76;75;60}
617,75,Foraging,Foraging,{66;68;77;76;60;74},{66;68;77;76;60;74}
617,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;62;77;75;60;74}
617,77,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
618,60,Dig burrow,Foraging,{77;62;76;75;74},{66;68;62;77;76;75;74}
618,62,Foraging,Foraging,{60},{77;76;60;74}
618,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60;74}
618,68,Foraging,Foraging,{66;76;75},{66;77;76;75;60;74}
618,74,Interacting with foreign object,Foraging,{77;76;75;60},{66;68;62;77;76;75;60}
618,75,Foraging,Foraging,{66;68;77;76;60;74},{66;68;77;76;60;74}
618,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;62;77;75;60;74}
618,77,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
619,60,Foraging,Foraging,{77;62;76;75;74},{66;68;62;77;76;75;74}
619,62,Foraging,Foraging,{60},{77;76;60;74}
619,66,Foraging,Foraging,{68;76;75},{68;77;76;75;60;74}
619,68,Foraging,Foraging,{66;76;75},{66;77;76;75;60;74}
619,74,Interacting with foreign object,Foraging,{77;76;75;60},{66;68;62;77;76;75;60}
619,75,Foraging,Foraging,{66;68;77;76;60;74},{66;68;77;76;60;74}
619,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;62;77;75;60;74}
619,77,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
620,60,Foraging,Foraging,{77;76;75;74},{66;68;62;77;76;75;74}
620,62,Foraging,Foraging,{},{77;76;60;74}
620,66,Foraging,Foraging,{76;75;74},{68;77;76;75;60;74}
620,68,Foraging,Foraging,{76;75},{66;77;76;75;60;74}
620,74,Interacting with foreign object,Foraging,{66;77;76;75;60},{66;68;62;77;76;75;60}
620,75,Foraging,Foraging,{66;68;77;76;60;74},{66;68;77;76;60;74}
620,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;62;77;75;60;74}
620,77,Interacting with foreign object,Foraging,{76;75;60;74},{66;68;62;76;75;60;74}
621,60,Dig burrow,Foraging,{66;77;76;75;74},{66;68;62;77;76;75;74}
621,62,Foraging,Foraging,{},{77;76;60;74}
621,66,Foraging,Foraging,{68;77;76;75;60;74},{68;77;76;75;60;74}
621,68,Foraging,Foraging,{66;76;75},{66;77;76;75;60;74}
621,74,Interacting with foreign object,Foraging,{66;77;76;75;60},{66;68;62;77;76;75;60}
621,75,Foraging,Foraging,{66;68;77;76;60;74},{66;68;77;76;60;74}
621,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;62;77;75;60;74}
621,77,Interacting with foreign object,Foraging,{66;76;75;60;74},{66;68;62;76;75;60;74}
622,60,Foraging,Foraging,{66;62;77;76;75;74},{66;68;62;77;76;75;74}
622,62,Foraging,Foraging,{60},{77;76;60;74}
622,66,Foraging,Foraging,{68;77;76;75;60;74},{68;77;76;75;60;74}
622,68,Foraging,Foraging,{66;76;75},{66;77;76;75;60;74}
622,74,Interacting with foreign object,Foraging,{66;77;76;75;60},{66;68;62;77;76;75;60}
622,75,Foraging,Foraging,{66;68;77;76;60;74},{66;68;77;76;60;74}
622,76,Interacting with foreign object,Foraging,{66;68;77;75;60;74},{66;68;62;77;75;60;74}
622,77,Interacting with foreign object,Foraging,{66;76;75;60;74},{66;68;62;76;75;60;74}
623,60,Dig burrow,Foraging,{66;62;77;76;75},{66;68;62;77;76;75;74}
623,62,Foraging,Foraging,{77;60},{77;76;75;60;74}
623,66,Foraging,Foraging,{68;77;76;75;60},{68;77;76;75;60;74}
623,68,Foraging,Foraging,{66;76;75},{66;77;76;75;60}
623,74,Interacting with foreign object,Foraging,{},{66;62;77;76;75;60}
623,75,Foraging,Foraging,{66;68;77;76;60},{66;68;62;77;76;60;74}
623,76,Interacting with foreign object,Foraging,{66;68;77;75;60},{66;68;62;77;75;60;74}
623,77,Interacting with foreign object,Foraging,{66;62;76;75;60},{66;68;62;76;75;60;74}
624,60,Dig burrow,Foraging,{77;62;76;75},{66;68;62;77;76;75;74}
624,62,Foraging,Foraging,{77;60},{77;76;75;60;74}
624,66,Interacting with foreign object,Foraging,{74},{68;77;76;75;60;74}
624,68,Foraging,Foraging,{76;75},{66;77;76;75;60}
624,74,Interacting with foreign object,Foraging,{66},{66;62;77;76;75;60}
624,75,Foraging,Foraging,{77;68;76;60},{66;68;62;77;76;60;74}
624,76,Interacting with foreign object,Foraging,{77;68;75;60},{66;68;62;77;75;60;74}
624,77,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60;74}
625,60,Foraging,Foraging,{77;62;76;75},{66;68;62;77;76;75;74}
625,62,Foraging,Foraging,{77;60},{77;76;75;60;74}
625,66,Interacting with foreign object,Foraging,{74},{68;77;76;75;60;74}
625,68,Foraging,Foraging,{76;75},{66;77;76;75;60}
625,74,Interacting with foreign object,Foraging,{66},{66;62;77;76;75;60}
625,75,Foraging,Foraging,{77;68;76;60},{66;68;62;77;76;60;74}
625,76,Interacting with foreign object,Foraging,{77;68;75;60},{66;68;62;77;75;60;74}
625,77,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60;74}
626,60,Foraging,Foraging,{77;62;76;75},{66;68;62;77;76;75;74}
626,62,Foraging,Foraging,{77;60},{77;76;75;60;74}
626,66,Foraging,Foraging,{74},{68;77;76;75;60;74}
626,68,Foraging,Foraging,{76;75},{66;77;76;75;60}
626,74,Interacting with foreign object,Foraging,{66},{66;62;77;76;75;60}
626,75,Foraging,Foraging,{77;68;76;60},{66;68;62;77;76;60;74}
626,76,Foraging,Foraging,{77;68;75;60},{66;68;62;77;75;60;74}
626,77,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60;74}
627,60,Dig burrow,Foraging,{62;75},{66;68;62;76;75;74}
627,62,Foraging,Foraging,{60},{66;75;60;74}
627,66,Foraging,Foraging,{74},{68;62;76;75;60;74}
627,68,Foraging,Foraging,{76;75},{66;76;75;60}
627,74,Interacting with foreign object,Foraging,{66},{66;62;75;60}
627,75,Foraging,Foraging,{68;76;60},{66;68;62;76;60;74}
627,76,Foraging,Foraging,{68;75},{66;68;75;60}
628,60,Interacting with foreign object,Foraging,{62;75;74},{66;68;62;76;75;74}
628,62,Dig burrow,Foraging,{60;74},{66;76;75;60;74}
628,66,Foraging,Foraging,{},{68;62;76;75;60;74}
628,68,Foraging,Foraging,{76;75},{66;76;75;60;74}
628,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
628,75,Foraging,Foraging,{68;76;60;74},{66;68;62;76;60;74}
628,76,Foraging,Foraging,{68;75;74},{66;68;62;75;60;74}
629,60,Interacting with foreign object,Foraging,{62;74},{66;68;62;76;75;74}
629,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
629,66,Foraging,Foraging,{},{68;62;76;75;60;74}
629,68,Foraging,Foraging,{76;75},{66;76;75;60;74}
629,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
629,75,Foraging,Foraging,{68;76;74},{66;68;62;76;60;74}
629,76,Foraging,Foraging,{68;75;74},{66;68;62;75;60;74}
630,60,Foraging,Foraging,{62;75;74},{66;68;62;76;75;74}
630,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
630,66,Interacting with foreign object,Foraging,{},{68;62;76;75;60;74}
630,68,Foraging,Foraging,{76;75},{66;76;75;60;74}
630,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
630,75,Foraging,Foraging,{68;76;60;74},{66;68;62;76;60;74}
630,76,Foraging,Foraging,{68;75;74},{66;68;62;75;60;74}
631,60,Foraging,Foraging,{62;74},{66;68;62;76;75;74}
631,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
631,66,Interacting with foreign object,Foraging,{},{62;76;75;60;74}
631,68,Foraging,Foraging,{76;75},{76;75;60;74}
631,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
631,75,Foraging,Foraging,{68;76;74},{66;68;62;76;60;74}
631,76,Foraging,Foraging,{68;75;74},{66;68;62;75;60;74}
632,60,Foraging,Foraging,{62;75;74},{66;68;62;76;75;74}
632,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
632,66,Interacting with foreign object,Foraging,{},{62;76;75;60;74}
632,68,Foraging,Foraging,{76;75},{76;75;60;74}
632,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
632,75,Foraging,Foraging,{68;76;60;74},{66;68;62;76;60;74}
632,76,Foraging,Foraging,{68;75;74},{66;68;62;75;60;74}
633,60,Foraging,Foraging,{62;75;74},{66;68;62;76;75;74}
633,62,Dig burrow,Foraging,{60;74},{66;76;75;60;74}
633,66,Interacting with foreign object,Foraging,{},{62;76;75;60;74}
633,68,Foraging,Foraging,{76;75},{76;75;60;74}
633,74,Playfight,Foraging,{62;76;75;60},{66;68;62;76;75;60}
633,75,Foraging,Foraging,{68;76;60;74},{66;68;62;76;60;74}
633,76,Foraging,Foraging,{68;75;74},{66;68;62;75;60;74}
634,60,Foraging,Foraging,{62;75},{66;68;62;76;75;74}
634,62,Foraging,Foraging,{60},{66;76;75;60;74}
634,66,Moving,Waiting Area,{74},{62;76;75;60;74}
634,68,Foraging,Foraging,{76;75},{76;75;60}
634,74,Interacting with foreign object,Foraging,{66},{66;62;76;75;60}
634,75,Foraging,Foraging,{68;76;60},{66;68;62;76;60;74}
634,76,Foraging,Foraging,{68;75},{66;68;62;75;60;74}
635,60,Foraging,Foraging,{62;74},{66;68;62;76;75;74}
635,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
635,66,Moving,Foraging,{},{62;76;75;60;74}
635,68,Foraging,Foraging,{76;75},{76;75;60;74}
635,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
635,75,Foraging,Foraging,{68;76;74},{66;68;62;76;60;74}
635,76,Foraging,Foraging,{68;75;74},{66;68;62;75;60;74}
636,60,Foraging,Foraging,{66;62},{66;68;62;76;75;74}
636,62,Dig burrow,Foraging,{66;60},{66;76;75;60;74}
636,66,Low sitting/standing (stationary),Foraging,{62;75;60},{68;62;76;75;60;74}
636,68,Foraging,Foraging,{76;75},{66;76;75;60}
636,74,Interacting with foreign object,Foraging,{},{66;62;75;60}
636,75,Foraging,Foraging,{66;68;76},{66;68;62;76;60;74}
636,76,Foraging,Foraging,{68;75},{66;68;62;75;60}
637,60,Foraging,Foraging,{66;62},{66;68;62;76;75;74}
637,62,Foraging,Foraging,{66;60},{66;76;75;60;74}
637,66,Foraging,Foraging,{62;60},{68;62;76;75;60;74}
637,68,Foraging,Foraging,{76;75},{66;76;75;60}
637,74,Interacting with foreign object,Foraging,{},{66;62;75;60}
637,75,Foraging,Foraging,{68;76},{66;68;62;76;60;74}
637,76,Foraging,Foraging,{68;75},{66;68;62;75;60}
638,60,Foraging,Foraging,{66;62},{66;68;62;76;75;74}
638,62,Foraging,Foraging,{66;60},{66;76;75;60;74}
638,66,Foraging,Foraging,{62;60},{68;62;76;75;60;74}
638,68,Foraging,Foraging,{76;75},{66;76;75;60}
638,74,Interacting with foreign object,Foraging,{},{66;62;75;60}
638,75,Foraging,Foraging,{68;76},{66;68;62;76;60;74}
638,76,Foraging,Foraging,{68;75},{66;68;62;75;60}
639,60,Foraging,Foraging,{66;62},{66;68;62;76;75;74}
639,62,Dig burrow,Foraging,{66;60},{66;76;75;60;74}
639,66,Foraging,Foraging,{62;60},{68;62;76;75;60;74}
639,68,Foraging,Foraging,{76;75},{66;76;75;60}
639,74,Interacting with foreign object,Foraging,{},{66;62;75;60}
639,75,Foraging,Foraging,{68;76},{66;68;62;76;60;74}
639,76,Foraging,Foraging,{68;75},{66;68;62;75;60}
640,60,Foraging,Foraging,{66;62;74},{66;68;62;76;75;74}
640,62,Foraging,Foraging,{66;60;74},{66;76;75;60;74}
640,66,Foraging,Foraging,{62;60;74},{62;76;75;60;74}
640,68,Foraging,Foraging,{76;75},{76;75;60;74}
640,74,Interacting with foreign object,Foraging,{66;62;76;75;60},{66;68;62;76;75;60}
640,75,Foraging,Foraging,{68;76;74},{66;68;62;76;60;74}
640,76,Foraging,Foraging,{68;75;74},{66;68;62;75;60;74}
641,60,Foraging,Foraging,{66;62;74},{66;68;62;76;75;74}
641,62,Foraging,Foraging,{66;60;74},{66;76;75;60;74}
641,66,Foraging,Waiting Area,{62;60;74},{62;76;75;60;74}
