Time,ID,Behaviour,Zone,Close_neighbours,Distant_neighbours
289,38,Human Interaction,Foraging,{31;37;24;26},{34;37;27;36;31;24;28;26}
290,24,Low sitting/standing (stationary),Foraging,{28;37;26;38},{34;37;27;36;38;28;26}
290,26,Interacting with foreign object,Foraging,{28;37;24;38},{34;37;27;36;38;24;28}
290,27,Foraging,Waiting Area,{34;36},{34;37;36;38;24;28;26}
290,28,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
290,34,Interacting with foreign object,Waiting Area,{36;27},{37;27;36;38;24;28;26}
290,36,Interacting with foreign object,Foraging,{34;27},{34;37;27;38;24;28;26}
290,37,Foraging,Foraging,{28;24;26;38},{34;27;36;38;24;28;26}
290,38,Human Interaction,Foraging,{28;37;24;26},{34;37;27;36;24;28;26}
291,24,Low sitting/standing (stationary),Foraging,{28;37;26},{34;37;27;36;38;28;26}
291,26,Interacting with foreign object,Foraging,{28;37;24;38},{34;37;27;36;38;24;28}
291,27,Foraging,Waiting Area,{34;36},{34;37;36;38;24;28;26}
291,28,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
291,34,Interacting with foreign object,Waiting Area,{36;27},{37;27;36;38;24;28;26}
291,36,Interacting with foreign object,Foraging,{34;27},{34;37;27;38;24;28;26}
291,37,Foraging,Foraging,{28;24;26;38},{34;27;36;38;24;28;26}
291,38,Human Interaction,Foraging,{28;37;26},{34;37;27;36;24;28;26}
292,24,Low sitting/standing (stationary),Foraging,{28;37;26},{34;37;27;36;38;28;26}
292,26,Interacting with foreign object,Foraging,{28;37;24;38},{34;37;27;36;38;24;28}
292,27,Foraging,Waiting Area,{34;36},{34;37;36;38;24;28;26}
292,28,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
292,34,Groom,Waiting Area,{36;27},{37;27;36;38;24;28;26}
292,36,Interacting with foreign object,Foraging,{34;27},{34;37;27;38;24;28;26}
292,37,Foraging,Foraging,{28;24;26;38},{34;27;36;38;24;28;26}
292,38,Human Interaction,Foraging,{28;37;26},{34;37;27;36;24;28;26}
293,24,Low sitting/standing (stationary),Foraging,{28;37;26},{34;37;27;36;38;28;26}
293,26,Interacting with foreign object,Foraging,{28;37;24;38},{34;37;27;36;38;24;28}
293,27,Foraging,Waiting Area,{36},{34;37;36;38;24;28;26}
293,28,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
293,34,Interacting with foreign object,Waiting Area,{36},{37;27;36;24;28;26}
293,36,Interacting with foreign object,Foraging,{34;27},{34;37;27;38;24;28;26}
293,37,Foraging,Foraging,{28;24;26;38},{34;27;36;38;24;28;26}
293,38,Human Interaction,Foraging,{28;37;26},{37;27;36;24;28;26}
294,24,Moving,Foraging,{39;37;26},{34;37;27;36;38;39;26}
294,26,Interacting with foreign object,Foraging,{39;37;24;38},{37;34;27;36;38;39;24}
294,27,Moving,Waiting Area,{36},{37;34;36;38;39;24;26}
294,34,Interacting with foreign object,Waiting Area,{},{27;36;39;24;26}
294,36,Human Interaction,Foraging,{27},{34;37;27;38;39;24;26}
294,37,Foraging,Foraging,{39;24;26;38},{27;36;38;39;24;26}
294,38,Human Interaction,Foraging,{39;37;26},{37;27;36;39;24;26}
294,39,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
295,24,Low sitting/standing (stationary),Foraging,{39;37;26},{34;37;27;36;38;39;26}
295,26,Interacting with foreign object,Foraging,{39;37;24;38},{37;34;27;36;38;39;24}
295,27,Human Interaction,Waiting Area,{36},{37;34;36;38;39;24;26}
295,34,Interacting with foreign object,Waiting Area,{},{27;36;39;24;26}
295,36,Human Interaction,Foraging,{27},{34;37;27;38;39;24;26}
295,37,Foraging,Foraging,{39;24;26;38},{27;36;38;39;24;26}
295,38,Human Interaction,Foraging,{39;37;26},{37;27;36;39;24;26}
295,39,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
296,24,Low sitting/standing (stationary),Foraging,{39;37;26;38},{34;37;27;36;38;39;26}
296,26,Interacting with foreign object,Foraging,{39;37;24;38},{37;34;27;36;38;39;24}
296,27,Human Interaction,Waiting Area,{36},{37;34;36;38;39;24;26}
296,34,Low sitting/standing (stationary),Waiting Area,{},{27;36;39;24;26}
296,36,Human Interaction,Foraging,{27},{34;37;27;38;39;24;26}
296,37,Foraging,Foraging,{39;24;26;38},{27;36;38;39;24;26}
296,38,Human Interaction,Foraging,{39;37;24;26},{37;27;36;39;24;26}
296,39,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
297,24,Low sitting/standing (stationary),Foraging,{39;37;26;38},{34;37;27;36;38;39;26}
297,26,Interacting with foreign object,Foraging,{39;37;24;38},{37;34;27;36;38;39;24}
297,27,Human Interaction,Waiting Area,{36},{37;34;36;38;39;24;26}
297,34,Low sitting/standing (stationary),Waiting Area,{},{27;36;39;24;26}
297,36,Moving,Foraging,{27},{34;37;27;38;39;24;26}
297,37,Foraging,Foraging,{39;24;26;38},{27;36;38;39;24;26}
297,38,Human Interaction,Foraging,{39;37;24;26},{37;27;36;39;24;26}
297,39,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
298,24,Moving,Foraging,{39;37;26},{34;37;27;36;38;39;26}
298,26,Interacting with foreign object,Foraging,{39;37;24;38},{37;34;27;36;38;39;24}
298,27,Human Interaction,Waiting Area,{36},{37;34;36;38;39;24;26}
298,34,Interacting with foreign object,Waiting Area,{},{27;36;39;24;26}
298,36,Interacting with foreign object,Foraging,{27},{34;37;27;38;39;24;26}
298,37,Moving,Foraging,{39;24;26;38},{27;36;38;39;24;26}
298,38,Human Interaction,Foraging,{39;37;26},{37;27;36;39;24;26}
298,39,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
299,24,Moving,Foraging,{39;26},{37;34;38;39;26}
299,26,Interacting with foreign object,Foraging,{39;37;24;38},{37;34;27;36;38;39;24}
299,27,Human Interaction,Waiting Area,{36},{37;34;36;38;39;26}
299,34,Interacting with foreign object,Waiting Area,{},{27;36;39;24;26}
299,36,Interacting with foreign object,Foraging,{27},{34;37;27;38;39;26}
299,37,Human Interaction,Foraging,{39;26;38},{27;36;38;39;24;26}
299,38,Human Interaction,Foraging,{39;37;26},{37;27;36;39;24;26}
299,39,Interacting with foreign object,Foraging,{37;24;26;38},{34;37;27;36;38;24;26}
300,24,Moving,Foraging,{},{39;26}
300,26,Interacting with foreign object,Foraging,{39;37;38},{37;34;27;36;38;39;24}
300,27,Human Interaction,Waiting Area,{36},{37;34;36;38;39;26}
300,34,Interacting with foreign object,Waiting Area,{},{39;27;36;26}
300,36,Interacting with foreign object,Foraging,{27},{34;37;27;38;39;26}
300,37,Moving,Foraging,{26;38},{27;36;38;39;26}
300,38,Human Interaction,Foraging,{39;37;26},{37;27;36;39;26}
300,39,Interacting with foreign object,Foraging,{26;38},{34;37;27;36;38;24;26}
301,24,High sitting/standing (Vigilant),Foraging,{},{39;26}
301,26,Interacting with foreign object,Foraging,{39;34;27},{34;27;36;38;39;24}
301,27,Human Interaction,Waiting Area,{26},{37;34;36;38;39;26}
301,34,Interacting with foreign object,Waiting Area,{26},{39;27;26}
301,36,Interacting with foreign object,Foraging,{39;37;38},{37;27;38;39;26}
301,37,Moving,Foraging,{36;38},{39;36;27;38}
301,38,Interacting with foreign object,Foraging,{39;37;36},{37;27;36;39;26}
301,39,Interacting with foreign object,Foraging,{36;26;38},{34;37;27;36;38;24;26}
302,24,High sitting/standing (Vigilant),Foraging,{},{39}
302,26,Interacting with foreign object,Foraging,{39;36;38},{37;34;27;36;38;39}
302,27,Interacting with foreign object,Waiting Area,{34},{34;36;38;39;26}
302,34,Interacting with foreign object,Waiting Area,{27},{39;27;36;26}
302,36,Interacting with foreign object,Foraging,{39;37;26;38},{34;37;27;38;39;26}
302,37,Moving,Foraging,{36;38},{39;36;26;38}
302,38,Interacting with foreign object,Foraging,{39;37;36;26},{37;27;36;39;26}
302,39,Interacting with foreign object,Foraging,{36;26;38},{34;37;27;36;38;24;26}
303,24,High sitting/standing (Vigilant),Foraging,{},{39}
303,26,Interacting with foreign object,Foraging,{39;36;38},{37;34;27;36;38;39}
303,27,Moving,Waiting Area,{34},{34;36;38;39;26}
303,34,Interacting with foreign object,Waiting Area,{27},{27;36;38;39;26}
303,36,Interacting with foreign object,Foraging,{39;37;26;38},{34;37;27;38;39;26}
303,37,Human Interaction,Foraging,{36;38},{39;36;26;38}
303,38,Interacting with foreign object,Foraging,{39;37;36;26},{34;37;27;36;39;26}
303,39,Interacting with foreign object,Foraging,{36;26;38},{34;37;27;36;38;24;26}
304,24,High sitting/standing (Vigilant),Foraging,{},{39}
304,26,Interacting with foreign object,Foraging,{34;36;27},{37;34;27;36;38;39}
304,27,Moving,Waiting Area,{34;26},{34;36;38;39;26}
304,34,Interacting with foreign object,Waiting Area,{27;26},{27;36;38;39;26}
304,36,Interacting with foreign object,Foraging,{39;37;26;38},{34;37;27;38;39;26}
304,37,Human Interaction,Foraging,{36;38},{39;36;26;38}
304,38,Interacting with foreign object,Foraging,{39;37;36},{34;37;27;36;39;26}
304,39,Interacting with foreign object,Foraging,{36;38},{34;37;27;36;38;24;26}
305,24,High sitting/standing (Vigilant),Foraging,{},{39}
305,26,Interacting with foreign object,Foraging,{34},{39;34;36;38}
305,34,Interacting with foreign object,Waiting Area,{26},{39;36;26;38}
305,36,Interacting with foreign object,Foraging,{39;37;38},{37;34;38;39;26}
305,37,Human Interaction,Foraging,{36;38},{39;36;38}
305,38,Interacting with foreign object,Foraging,{39;37;36},{37;34;36;39;26}
305,39,Interacting with foreign object,Foraging,{36;38},{37;34;36;38;24;26}
306,24,High sitting/standing (Vigilant),Foraging,{},{39}
306,26,Interacting with foreign object,Foraging,{34;36},{39;34;36;38}
306,34,Interacting with foreign object,Waiting Area,{36;26},{39;36;26;38}
306,36,Interacting with foreign object,Foraging,{34;26;38},{37;34;38;39;26}
306,37,Human Interaction,Foraging,{38},{39;36;38}
306,38,Interacting with foreign object,Foraging,{39;37;36},{37;34;36;39;26}
306,39,Interacting with foreign object,Foraging,{38},{37;34;36;38;24;26}
307,24,High sitting/standing (Vigilant),Foraging,{},{39}
307,26,Interacting with foreign object,Foraging,{34;36},{39;34;36;38}
307,34,Interacting with foreign object,Waiting Area,{36;26},{39;36;26;38}
307,36,Interacting with foreign object,Foraging,{34;26;38},{37;34;38;39;26}
307,37,Human Interaction,Foraging,{38},{39;36;38}
307,38,Interacting with foreign object,Foraging,{39;37;36},{37;34;36;39;26}
307,39,Interacting with foreign object,Foraging,{38},{37;34;36;38;24;26}
308,24,High sitting/standing (Vigilant),Foraging,{},{39;40}
308,26,Interacting with foreign object,Foraging,{34;36},{34;40;36;38;39}
308,34,Interacting with foreign object,Waiting Area,{36;26},{40;36;38;39;26}
308,36,Interacting with foreign object,Foraging,{34;26;38},{37;34;40;38;39;26}
308,37,Human Interaction,Foraging,{38},{39;36;40;38}
308,38,Interacting with foreign object,Foraging,{39;37;36;40},{37;34;40;36;39;26}
308,39,Interacting with foreign object,Foraging,{40;38},{37;34;40;36;38;24;26}
308,40,Moving,Foraging,{39;38},{37;34;36;38;39;24;26}
309,24,High sitting/standing (Vigilant),Foraging,{},{39;40}
309,26,Interacting with foreign object,Foraging,{34;36},{34;40;36;38;39}
309,34,Interacting with foreign object,Waiting Area,{36;26},{40;36;38;39;26}
309,36,Interacting with foreign object,Foraging,{34;26},{37;34;40;38;39;26}
309,37,Human Interaction,Foraging,{38},{39;36;40;38}
309,38,Interacting with foreign object,Foraging,{39;37;40},{37;34;40;36;39;26}
309,39,Interacting with foreign object,Foraging,{40;38},{37;34;40;36;38;24;26}
309,40,Moving,Foraging,{39;38},{37;34;36;38;39;24;26}
310,24,High sitting/standing (Vigilant),Foraging,{},{39;40}
310,26,Interacting with foreign object,Foraging,{36},{34;40;36;38;39}
310,34,Moving,Waiting Area,{},{39;36;26;40}
310,36,Interacting with foreign object,Foraging,{26},{37;34;40;38;39;26}
310,37,Human Interaction,Foraging,{38},{39;36;40;38}
310,38,Interacting with foreign object,Foraging,{39;37;40},{37;40;36;39;26}
310,39,Interacting with foreign object,Foraging,{40;38},{37;34;40;36;38;24;26}
310,40,Moving,Foraging,{39;38},{37;34;36;38;39;24;26}
311,24,High sitting/standing (Vigilant),Foraging,{},{39;40}
311,26,Interacting with foreign object,Foraging,{34;36},{34;40;36;38;39}
311,34,Moving,Waiting Area,{26},{40;36;38;39;26}
311,36,Interacting with foreign object,Foraging,{26},{37;34;40;38;39;26}
311,37,Human Interaction,Foraging,{38},{39;36;40;38}
311,38,Interacting with foreign object,Foraging,{39;37;40},{37;34;40;36;39;26}
311,39,Interacting with foreign object,Foraging,{40;38},{37;34;40;36;38;24;26}
311,40,Moving,Foraging,{39;38},{37;34;36;38;39;24;26}
312,24,High sitting/standing (Vigilant),Foraging,{},{39;40}
312,26,Interacting with foreign object,Foraging,{36},{34;40;36;38;39}
312,34,Moving,Waiting Area,{},{26}
312,36,Interacting with foreign object,Foraging,{26},{37;40;38;39;26}
312,37,Human Interaction,Foraging,{38},{39;36;40;38}
312,38,Interacting with foreign object,Foraging,{39;37;40},{37;40;36;39;26}
312,39,Interacting with foreign object,Foraging,{40;38},{37;40;36;38;24;26}
312,40,Interacting with foreign object,Foraging,{39;38},{37;36;38;39;24;26}
313,24,High sitting/standing (Vigilant),Foraging,{},{39;40}
313,26,Interacting with foreign object,Foraging,{36},{34;40;36;38;39}
313,34,Moving,Waiting Area,{},{26}
313,36,Interacting with foreign object,Foraging,{26},{37;40;38;39;26}
313,37,Human Interaction,Foraging,{38},{39;36;40;38}
313,38,Interacting with foreign object,Foraging,{39;37;40},{37;40;36;39;26}
313,39,Interacting with foreign object,Foraging,{40;38},{37;40;36;38;24;26}
313,40,Interacting with foreign object,Foraging,{39;38},{37;36;38;39;24;26}
314,24,High sitting/standing (Vigilant),Foraging,{},{39;40}
314,26,Interacting with foreign object,Foraging,{36},{39;36;40;38}
314,36,Interacting with foreign object,Foraging,{26},{37;40;38;39;26}
314,37,Human Interaction,Foraging,{38},{39;36;40;38}
314,38,Interacting with foreign object,Foraging,{39;37;40},{37;40;36;39;26}
314,39,Interacting with foreign object,Foraging,{40;38},{37;40;36;38;24;26}
314,40,Interacting with foreign object,Foraging,{39;38},{37;36;38;39;24;26}
315,24,High sitting/standing (Vigilant),Foraging,{},{39;40}
315,26,Interacting with foreign object,Foraging,{36},{39;36;40;38}
315,36,Interacting with foreign object,Foraging,{26},{37;40;38;39;26}
315,37,Human Interaction,Foraging,{38},{39;36;40;38}
315,38,Interacting with foreign object,Foraging,{39;37;40},{37;40;36;39;26}
315,39,Interacting with foreign object,Foraging,{40;38},{37;40;36;38;24;26}
315,40,Interacting with foreign object,Foraging,{39;38},{37;36;38;39;24;26}
316,24,High sitting/standing (Vigilant),Foraging,{},{41;39;40}
316,26,Interacting with foreign object,Foraging,{36},{37;40;36;41;38;39}
316,36,Interacting with foreign object,Foraging,{26},{37;40;41;38;39;26}
316,37,Human Interaction,Foraging,{40;38},{40;36;41;38;39;26}
316,38,Moving,Foraging,{39;41;37;40},{37;40;36;41;39;26}
316,39,Interacting with foreign object,Foraging,{41;40;38},{37;40;36;41;38;24;26}
316,40,Interacting with foreign object,Foraging,{39;37;41;38},{37;36;41;38;39;24;26}
316,41,Moving,Foraging,{39;40;38},{37;40;36;38;39;24;26}
317,24,High sitting/standing (Vigilant),Foraging,{},{41;39;40;38}
317,26,Interacting with foreign object,Foraging,{36;41},{37;40;36;41;38;39}
317,36,Interacting with foreign object,Foraging,{26},{37;40;41;38;39;26}
317,37,Human Interaction,Foraging,{39;40},{40;36;38;39;26}
317,38,Moving,Foraging,{39;40},{37;40;36;41;39;24;26}
317,39,Interacting with foreign object,Foraging,{37;40;38},{37;40;36;41;38;24;26}
317,40,Interacting with foreign object,Foraging,{39;37;38},{37;36;41;38;39;24;26}
317,41,Moving,Foraging,{26},{40;36;38;39;24;26}
318,24,High sitting/standing (Vigilant),Foraging,{},{41;40;38}
318,26,Interacting with foreign object,Foraging,{36;41},{37;40;36;41;38;42}
318,36,Interacting with foreign object,Foraging,{26},{37;40;41;38;26;42}
318,37,Human Interaction,Foraging,{40;42},{40;36;41;38;26;42}
318,38,Moving,Foraging,{41;40;42},{37;40;36;41;24;26;42}
318,40,Interacting with foreign object,Foraging,{37;42;41;38},{37;36;41;38;24;26;42}
318,41,Interacting with foreign object,Foraging,{26;40;38},{37;40;36;38;24;26;42}
318,42,Interacting with foreign object,Foraging,{37;40;38},{37;40;36;41;38;26}
319,24,High sitting/standing (Vigilant),Foraging,{},{41;40;38}
319,26,Interacting with foreign object,Foraging,{36},{37;40;36;41;38;42}
319,36,Interacting with foreign object,Foraging,{26},{37;40;41;38;26;42}
319,37,Human Interaction,Foraging,{41;40;42},{40;36;41;38;26;42}
319,38,Moving,Foraging,{41;40;42},{37;40;36;41;24;26;42}
319,40,Interacting with foreign object,Foraging,{37;42;41;38},{37;36;41;38;24;26;42}
319,41,Interacting with foreign object,Foraging,{37;42;40;38},{37;40;36;38;24;26;42}
319,42,Interacting with foreign object,Foraging,{41;37;40;38},{37;40;36;41;38;26}
320,24,High sitting/standing (Vigilant),Foraging,{},{40;38}
320,26,Interacting with foreign object,Foraging,{36},{37;40;44;36;41;38}
320,36,Interacting with foreign object,Foraging,{26},{37;40;44;41;38;26}
320,37,Human Interaction,Foraging,{41;44;40},{40;44;36;41;38;26}
320,38,Interacting with foreign object,Foraging,{41;44;40},{37;40;44;36;41;24;26}
320,40,Interacting with foreign object,Foraging,{37;44;41;38},{37;44;36;41;38;24;26}
320,41,Interacting with foreign object,Foraging,{37;44;40;38},{37;40;44;36;38;26}
320,44,Interacting with foreign object,Foraging,{41;37;40;38},{37;40;36;41;38;26}
321,24,High sitting/standing (Vigilant),Foraging,{},{41;40;38}
321,26,Interacting with foreign object,Foraging,{36},{37;40;44;45;36;41;38}
321,36,Interacting with foreign object,Foraging,{26},{37;40;44;45;41;38;26}
321,37,Human Interaction,Foraging,{45;44;40},{40;44;45;36;41;38;26}
321,38,Interacting with foreign object,Foraging,{45;41;44;40},{37;40;44;45;36;41;24;26}
321,40,Interacting with foreign object,Foraging,{37;44;45;41;38},{37;44;45;36;41;38;24;26}
321,41,Moving,Foraging,{45;44;40;38},{37;40;44;45;36;38;24;26}
321,44,Interacting with foreign object,Foraging,{37;40;45;41;38},{37;40;45;36;41;38;26}
321,45,Interacting with foreign object,Foraging,{37;44;40;41;38},{37;40;44;36;41;38;26}
322,24,High sitting/standing (Vigilant),Foraging,{},{41}
322,26,Moving,Foraging,{36},{37;40;44;36;41;38}
322,36,Interacting with foreign object,Foraging,{26},{37;40;44;41;38;26}
322,37,Interacting with foreign object,Foraging,{44;40;38},{44;40;36;38;26}
322,38,Interacting with foreign object,Foraging,{37;44;40},{37;40;44;36;41;26}
322,40,Interacting with foreign object,Foraging,{37;44;38},{37;44;36;41;38;26}
322,41,Moving,Waiting Area,{},{40;36;38;24;26}
322,44,Human Interaction,Foraging,{37;40;38},{37;40;36;38;26}
323,24,High sitting/standing (Vigilant),Foraging,{},{41}
323,26,Interacting with foreign object,Foraging,{37;44;38},{37;40;44;36;38}
323,36,Interacting with foreign object,Foraging,{40},{37;40;44;41;38;26}
323,37,Interacting with foreign object,Foraging,{26;44;38},{44;40;36;38;26}
323,38,Interacting with foreign object,Foraging,{37;44;26;40},{37;40;44;36;26}
323,40,Interacting with foreign object,Foraging,{36;38},{37;44;36;41;38;26}
323,41,Moving,Waiting Area,{},{40;24;36}
323,44,Interacting with foreign object,Foraging,{37;26;38},{37;40;36;38;26}
324,24,High sitting/standing (Vigilant),Foraging,{},{}
324,26,Interacting with foreign object,Foraging,{37;44;38},{37;40;44;36;38}
324,36,Interacting with foreign object,Waiting Area,{40},{37;40;44;41;38;26}
324,37,Interacting with foreign object,Foraging,{26;44;38},{44;40;36;38;26}
324,38,Interacting with foreign object,Foraging,{37;26;44},{37;40;44;36;41;26}
324,40,Interacting with foreign object,Foraging,{36;41},{37;44;36;41;38;26}
324,41,Moving,Waiting Area,{40},{36;40;38}
324,44,Interacting with foreign object,Foraging,{37;26;38},{37;40;36;38;26}
